frame_path,source_clip,time_in_clip_s,label
output/frames/20260420_214218_d005_7.jpg,20260420_214218/d005,7.0,other
output/frames/20260420_214218_d005_8.jpg,20260420_214218/d005,8.0,other
output/frames/20260420_214218_d005_9.jpg,20260420_214218/d005,9.0,other
output/frames/20260420_214218_d005_10.jpg,20260420_214218/d005,10.0,other
output/frames/20260420_214218_d005_11.jpg,20260420_214218/d005,11.0,other
output/frames/20260420_214218_d005_12.jpg,20260420_214218/d005,12.0,other
output/frames/20260420_214218_d005_13.jpg,20260420_214218/d005,13.0,other
output/frames/20260420_214218_d005_14.jpg,20260420_214218/d005,14.0,action
output/frames/20260420_214218_d005_15.jpg,20260420_214218/d005,15.0,action
output/frames/20260420_214218_d005_16.jpg,20260420_214218/d005,16.0,action
output/frames/20260420_214218_d005_17.jpg,20260420_214218/d005,17.0,action
output/frames/20260420_214218_d005_18.jpg,20260420_214218/d005,18.0,action
output/frames/20260420_214218_d005_19.jpg,20260420_214218/d005,19.0,action
output/frames/20260420_214218_d005_20.jpg,20260420_214218/d005,20.0,action
output/frames/20260420_214218_d005_21.jpg,20260420_214218/d005,21.0,action
output/frames/20260420_214218_d005_22.jpg,20260420_214218/d005,22.0,other
output/frames/20260420_214218_d005_23.jpg,20260420_214218/d005,23.0,other
output/frames/20260420_214218_d006_0.jpg,20260420_214218/d006,0.0,other
output/frames/20260420_214218_d006_1.jpg,20260420_214218/d006,1.0,other
output/frames/20260420_214218_d006_2.jpg,20260420_214218/d006,2.0,other
output/frames/20260420_214218_d006_3.jpg,20260420_214218/d006,3.0,other
output/frames/20260420_214218_d006_4.jpg,20260420_214218/d006,4.0,other
output/frames/20260420_214218_d006_5.jpg,20260420_214218/d006,5.0,other
output/frames/20260420_214218_d006_6.jpg,20260420_214218/d006,6.0,other
output/frames/20260420_214218_d006_7.jpg,20260420_214218/d006,7.0,action
output/frames/20260420_214218_d006_8.jpg,20260420_214218/d006,8.0,action
output/frames/20260420_214218_d006_9.jpg,20260420_214218/d006,9.0,action
output/frames/20260420_214218_d006_10.jpg,20260420_214218/d006,10.0,action
output/frames/20260420_214218_d006_11.jpg,20260420_214218/d006,11.0,action
output/frames/20260420_214218_d006_12.jpg,20260420_214218/d006,12.0,action
output/frames/20260420_214218_d006_13.jpg,20260420_214218/d006,13.0,action
output/frames/20260420_214218_d006_14.jpg,20260420_214218/d006,14.0,other
output/frames/20260420_214218_d006_15.jpg,20260420_214218/d006,15.0,other
output/frames/20260420_214218_d006_16.jpg,20260420_214218/d006,16.0,other
output/frames/20260420_214218_d006_17.jpg,20260420_214218/d006,17.0,other
output/frames/20260420_214218_d006_18.jpg,20260420_214218/d006,18.0,other
output/frames/20260420_214218_d006_19.jpg,20260420_214218/d006,19.0,other
output/frames/20260420_214218_d006_20.jpg,20260420_214218/d006,20.0,other
output/frames/20260420_214218_d006_21.jpg,20260420_214218/d006,21.0,other
output/frames/20260420_214218_d006_22.jpg,20260420_214218/d006,22.0,other
output/frames/20260420_214218_d007_0.jpg,20260420_214218/d007,0.0,other
output/frames/20260420_214218_d007_1.jpg,20260420_214218/d007,1.0,other
output/frames/20260420_214218_d007_2.jpg,20260420_214218/d007,2.0,other
output/frames/20260420_214218_d007_3.jpg,20260420_214218/d007,3.0,other
output/frames/20260420_214218_d007_4.jpg,20260420_214218/d007,4.0,other
output/frames/20260420_214218_d007_5.jpg,20260420_214218/d007,5.0,other
output/frames/20260420_214218_d007_6.jpg,20260420_214218/d007,6.0,action
output/frames/20260420_214218_d007_7.jpg,20260420_214218/d007,7.0,action
output/frames/20260420_214218_d007_8.jpg,20260420_214218/d007,8.0,action
output/frames/20260420_214218_d007_9.jpg,20260420_214218/d007,9.0,action
output/frames/20260420_214218_d007_10.jpg,20260420_214218/d007,10.0,action
output/frames/20260420_214218_d007_11.jpg,20260420_214218/d007,11.0,umpire
output/frames/20260420_214218_d007_12.jpg,20260420_214218/d007,12.0,umpire
output/frames/20260420_214218_d007_13.jpg,20260420_214218/d007,13.0,umpire
output/frames/20260420_214218_d007_14.jpg,20260420_214218/d007,14.0,other
output/frames/20260420_214218_d007_15.jpg,20260420_214218/d007,15.0,other
output/frames/20260420_214218_d008_0.jpg,20260420_214218/d008,0.0,other
output/frames/20260420_214218_d008_1.jpg,20260420_214218/d008,1.0,other
output/frames/20260420_214218_d008_2.jpg,20260420_214218/d008,2.0,other
output/frames/20260420_214218_d008_3.jpg,20260420_214218/d008,3.0,other
output/frames/20260420_214218_d008_4.jpg,20260420_214218/d008,4.0,other
output/frames/20260420_214218_d008_5.jpg,20260420_214218/d008,5.0,other
output/frames/20260420_214218_d008_6.jpg,20260420_214218/d008,6.0,other
output/frames/20260420_214218_d008_7.jpg,20260420_214218/d008,7.0,other
output/frames/20260420_214218_d008_8.jpg,20260420_214218/d008,8.0,other
output/frames/20260420_214218_d008_9.jpg,20260420_214218/d008,9.0,action
output/frames/20260420_214218_d008_10.jpg,20260420_214218/d008,10.0,action
output/frames/20260420_214218_d008_11.jpg,20260420_214218/d008,11.0,action
output/frames/20260420_214218_d008_12.jpg,20260420_214218/d008,12.0,action
output/frames/20260420_214218_d008_13.jpg,20260420_214218/d008,13.0,action
output/frames/20260420_214218_d008_14.jpg,20260420_214218/d008,14.0,action
output/frames/20260420_214218_d008_15.jpg,20260420_214218/d008,15.0,action
output/frames/20260420_214218_d008_16.jpg,20260420_214218/d008,16.0,other
output/frames/20260420_214218_d008_17.jpg,20260420_214218/d008,17.0,other
output/frames/20260420_214218_d008_18.jpg,20260420_214218/d008,18.0,other
output/frames/20260420_214218_d010_0.jpg,20260420_214218/d010,0.0,other
output/frames/20260420_214218_d010_1.jpg,20260420_214218/d010,1.0,other
output/frames/20260420_214218_d010_2.jpg,20260420_214218/d010,2.0,other
output/frames/20260420_214218_d010_3.jpg,20260420_214218/d010,3.0,other
output/frames/20260420_214218_d010_4.jpg,20260420_214218/d010,4.0,other
output/frames/20260420_214218_d010_5.jpg,20260420_214218/d010,5.0,other
output/frames/20260420_214218_d010_6.jpg,20260420_214218/d010,6.0,action
output/frames/20260420_214218_d010_7.jpg,20260420_214218/d010,7.0,action
output/frames/20260420_214218_d010_8.jpg,20260420_214218/d010,8.0,action
output/frames/20260420_214218_d010_9.jpg,20260420_214218/d010,9.0,action
output/frames/20260420_214218_d010_10.jpg,20260420_214218/d010,10.0,action
output/frames/20260420_214218_d010_11.jpg,20260420_214218/d010,11.0,action
output/frames/20260420_214218_d010_12.jpg,20260420_214218/d010,12.0,action
output/frames/20260420_214218_d010_13.jpg,20260420_214218/d010,13.0,other
output/frames/20260420_214218_d010_14.jpg,20260420_214218/d010,14.0,other
output/frames/20260420_214218_d010_15.jpg,20260420_214218/d010,15.0,other
output/frames/20260420_214218_d010_16.jpg,20260420_214218/d010,16.0,other
output/frames/20260420_214218_d010_17.jpg,20260420_214218/d010,17.0,other
output/frames/20260420_214218_d010_18.jpg,20260420_214218/d010,18.0,other
output/frames/20260420_214218_d010_19.jpg,20260420_214218/d010,19.0,other
output/frames/20260420_214218_d010_20.jpg,20260420_214218/d010,20.0,other
output/frames/20260420_214218_d010_21.jpg,20260420_214218/d010,21.0,other
output/frames/20260420_214218_d010_22.jpg,20260420_214218/d010,22.0,other
output/frames/20260420_214218_d010_23.jpg,20260420_214218/d010,23.0,other
output/frames/20260430_195352_d001_0.jpg,20260430_195352/d001,0.0,other
output/frames/20260430_195352_d001_1.jpg,20260430_195352/d001,1.0,other
output/frames/20260430_195352_d001_2.jpg,20260430_195352/d001,2.0,other
output/frames/20260430_195352_d001_3.jpg,20260430_195352/d001,3.0,other
output/frames/20260430_195352_d001_4.jpg,20260430_195352/d001,4.0,other
output/frames/20260430_195352_d001_5.jpg,20260430_195352/d001,5.0,other
output/frames/20260430_195352_d001_6.jpg,20260430_195352/d001,6.0,other
output/frames/20260430_195352_d001_7.jpg,20260430_195352/d001,7.0,other
output/frames/20260430_195352_d001_8.jpg,20260430_195352/d001,8.0,other
output/frames/20260430_195352_d001_9.jpg,20260430_195352/d001,9.0,other
output/frames/20260430_195352_d002_0.jpg,20260430_195352/d002,0.0,other
output/frames/20260430_195352_d002_1.jpg,20260430_195352/d002,1.0,other
output/frames/20260430_195352_d002_2.jpg,20260430_195352/d002,2.0,other
output/frames/20260430_195352_d002_3.jpg,20260430_195352/d002,3.0,other
output/frames/20260430_195352_d002_4.jpg,20260430_195352/d002,4.0,other
output/frames/20260430_195352_d002_5.jpg,20260430_195352/d002,5.0,other
output/frames/20260430_195352_d002_6.jpg,20260430_195352/d002,6.0,other
output/frames/20260430_195352_d002_7.jpg,20260430_195352/d002,7.0,other
output/frames/20260430_195352_d002_8.jpg,20260430_195352/d002,8.0,other
output/frames/20260430_195352_d002_9.jpg,20260430_195352/d002,9.0,other
output/frames/20260430_195352_d010_0.jpg,20260430_195352/d010,0.0,action
output/frames/20260430_195352_d010_1.jpg,20260430_195352/d010,1.0,action
output/frames/20260430_195352_d010_2.jpg,20260430_195352/d010,2.0,action
output/frames/20260430_195352_d010_3.jpg,20260430_195352/d010,3.0,action
output/frames/20260430_195352_d010_4.jpg,20260430_195352/d010,4.0,other
output/frames/20260430_195352_d010_5.jpg,20260430_195352/d010,5.0,other
output/frames/20260430_195352_d010_6.jpg,20260430_195352/d010,6.0,other
output/frames/20260430_195352_d010_7.jpg,20260430_195352/d010,7.0,other
output/frames/20260430_195352_d010_8.jpg,20260430_195352/d010,8.0,other
output/frames/20260430_195352_d010_9.jpg,20260430_195352/d010,9.0,other
output/frames/20260430_195352_d102_0.jpg,20260430_195352/d102,0.0,other
output/frames/20260430_195352_d102_1.jpg,20260430_195352/d102,1.0,other
output/frames/20260430_195352_d102_2.jpg,20260430_195352/d102,2.0,other
output/frames/20260430_195352_d102_3.jpg,20260430_195352/d102,3.0,other
output/frames/20260430_195352_d102_4.jpg,20260430_195352/d102,4.0,other
output/frames/20260430_195352_d102_5.jpg,20260430_195352/d102,5.0,other
output/frames/20260430_195352_d102_6.jpg,20260430_195352/d102,6.0,replay
output/frames/20260430_195352_d102_7.jpg,20260430_195352/d102,7.0,replay
output/frames/20260430_195352_d102_8.jpg,20260430_195352/d102,8.0,replay
output/frames/20260430_195352_d102_9.jpg,20260430_195352/d102,9.0,replay
output/frames/20260430_195352_d104_0.jpg,20260430_195352/d104,0.0,other
output/frames/20260430_195352_d104_1.jpg,20260430_195352/d104,1.0,other
output/frames/20260430_195352_d104_2.jpg,20260430_195352/d104,2.0,other
output/frames/20260430_195352_d104_3.jpg,20260430_195352/d104,3.0,other
output/frames/20260430_195352_d104_4.jpg,20260430_195352/d104,4.0,other
output/frames/20260430_195352_d104_5.jpg,20260430_195352/d104,5.0,other
output/frames/20260430_195352_d104_6.jpg,20260430_195352/d104,6.0,other
output/frames/20260430_195352_d104_7.jpg,20260430_195352/d104,7.0,ad
output/frames/20260430_195352_d104_8.jpg,20260430_195352/d104,8.0,ad
output/frames/20260430_195352_d104_9.jpg,20260430_195352/d104,9.0,ad
output/frames/20260430_195352_d105_0.jpg,20260430_195352/d105,0.0,other
output/frames/20260430_195352_d105_1.jpg,20260430_195352/d105,1.0,other
output/frames/20260430_195352_d105_2.jpg,20260430_195352/d105,2.0,other
output/frames/20260430_195352_d105_3.jpg,20260430_195352/d105,3.0,other
output/frames/20260430_195352_d105_4.jpg,20260430_195352/d105,4.0,other
output/frames/20260430_195352_d105_5.jpg,20260430_195352/d105,5.0,other
output/frames/20260430_195352_d105_6.jpg,20260430_195352/d105,6.0,other
output/frames/20260430_195352_d105_7.jpg,20260430_195352/d105,7.0,other
output/frames/20260430_195352_d105_8.jpg,20260430_195352/d105,8.0,other
output/frames/20260430_195352_d105_9.jpg,20260430_195352/d105,9.0,replay
