session,clip_id,manual_label,over,event_type,n_frames,flow_mean,flow_std,flow_p50,flow_p95,flow_peak_count,diff_mean,diff_std,diff_p50,diff_p95,diff_peak_count,strip_mean,strip_std,strip_p95
20260503_200806,d011,real_delivery,8.5,DOT,50,1.9566508895158767,0.9018476705391087,1.9485284686088562,3.55660787820816,8,6.274678286474166,5.671572683058478,4.8065729483282675,13.04967301481763,6,1.8775507812499999,2.3493976285542373,6.6415546875
20260503_200806,d012,real_delivery,9.0,DOT,51,2.7598052391526746,1.838112838232536,2.399106740951538,5.776374578475952,8,7.96595604997318,5.722548664787718,5.674282864741642,20.316047682370822,11,3.927394301470588,12.827296550858964,39.93197265625
20260503_200806,d013,real_delivery,9.1,1_RUNS,51,3.353897161781788,3.3400028678435785,1.4413009881973267,9.367037773132324,19,9.73584130460695,8.022381411777301,6.554696998480243,21.73170592705167,15,1.1945381433823532,3.699389594469896,2.5799804687499996
20260503_200806,d014,real_delivery,9.2,DOT,49,3.197043609862425,1.6719375812515038,3.3308212757110596,5.706361961364746,6,11.56645117393462,6.492969880213188,12.015382788753799,20.109396846504545,4,1.3712069515306125,2.756192085100693,1.9958359374999994
20260503_200806,d015,real_delivery,9.3,1_RUNS,48,4.474603204367061,2.1831826117867523,4.002610802650452,8.5802836894989,10,12.215185893173759,10.785591798295373,7.302740311550152,38.04470364741641,8,2.8337589518229165,4.341098684342289,12.974843749999998
20260503_200806,d016,real_delivery,10.0,EXTRA,49,3.8113430276208993,1.5994955932432298,3.7339422702789307,6.758974456787105,9,14.536144528099992,7.460031424918779,14.439888867781155,24.716079977203616,3,1.9094459502551024,2.9579006213289314,4.695640625
20260503_200806,d017,real_delivery,10.1,DOT,51,2.1059866762336563,1.811605948348507,1.435250997543335,5.694778680801392,12,9.818404702306454,7.1963587306240875,6.6323565729483285,20.26904920212766,18,0.9146829044117646,0.5076947979783746,1.7566210937500002
20260503_200806,d018,real_delivery,10.2,1_RUNS,48,2.807583382974068,2.0653430626099474,2.888922333717346,6.180991148948669,9,10.245106402767226,6.0400716060244735,9.693289323708207,21.698447710866258,8,0.58293212890625,0.44925388155241974,1.4756679687499998
20260503_200806,d019,real_delivery,10.3,1_RUNS,51,4.944432331066506,2.41635312639782,4.875082969665527,9.463304996490479,7,14.82856416502771,5.390270841755076,14.400688639817629,21.593042363221883,8,1.4025651041666667,0.4845035833457581,2.1642773437500002
20260503_200806,d020,real_delivery,10.4,FOUR,50,2.993112996816635,4.965139203212303,1.3989007472991943,12.4787757396698,6,8.281862272036474,7.599462157686649,5.937433510638298,26.4329848974164,9,4.41344375,9.883548472563225,12.766912109374998
20260503_200806,d021,real_delivery,10.5,FOUR,51,2.966202621950823,2.165030048114685,2.5846848487854004,7.520504474639893,8,11.424490341349305,7.975087734127651,8.994842325227964,26.19822140957447,15,0.8922434129901962,0.5325070793262046,1.95998046875
20260503_200806,d022,real_delivery,11.0,1_RUNS,49,3.402702805947284,2.3496641876865665,3.4603705406188965,6.673294639587402,7,10.540153855995285,7.736499743910733,8.66634213525836,23.28047777355622,12,2.117289540816327,3.464363267508061,7.9275625
20260503_200806,d023,real_delivery,11.1,1_RUNS,50,3.754662106782198,2.8353969140487627,2.555778980255127,9.733930921554558,14,10.117402545592704,8.794344635475086,6.383517762158055,21.666126757218823,16,0.6415546875000001,0.7790788304373598,2.102333984374999
20260503_200806,d024,real_delivery,11.2,1_RUNS,50,2.276921060979366,2.2225967611007866,2.050148844718933,5.925886011123657,6,6.6437408814589665,7.150439975205774,5.489820003799393,26.12149957256837,6,1.8543093750000004,4.708406471618607,14.553414062499996
20260503_200806,d025,real_delivery,11.3,1_RUNS,50,5.388622541427612,2.7696976278892413,5.024482488632202,10.028127479553222,9,12.9841483662614,7.736402221603978,11.076638487841945,27.998760923252263,7,2.1694421875,5.1985737552298374,11.648609374999975
20260503_200806,d026,real_delivery,11.4,1_RUNS,50,5.108170107603073,3.194546717361514,4.245832681655884,11.155775165557856,11,16.72730119680851,10.834863951816297,14.99871295592705,39.30101633738601,5,4.423764843750001,8.51685585133032,25.006447265625
20260503_200806,d027,real_delivery,11.5,DOT,50,3.192950785756111,2.3217852727673223,2.819956421852112,7.821164155006406,8,8.519382503799394,5.759171388845035,7.906420972644376,18.57620084536473,5,1.1114,2.0312052908444995,6.495582031249999
20260503_200806,d028,real_delivery,12.0,DOT,18,1.0904591522283025,0.8025790611274168,0.7664542496204376,2.495843923091887,4,2.84513044579534,1.2549204211883964,2.43909337006079,4.756301054331307,5,0.09793185763888888,0.03387551027964764,0.15248632812499993
20260503_200806,d029,real_delivery,12.1,DOT,50,2.713418475091457,2.0110511547035164,2.5434194803237915,5.9815855503082265,10,8.408139247720365,7.8230675781187236,5.6892999620060785,25.932063069908782,9,1.3205085937499998,3.5672065190364544,8.095818359374976
20260503_200806,d030,real_delivery,12.2,SIX,51,6.300082482543647,3.5160925760221713,5.222993850708008,11.253729343414307,18,17.833385761219382,4.788900227989148,16.61486987082067,29.012179426291794,10,3.2765065870098034,6.512421113907418,16.16568359375
20260503_200806,d031,real_delivery,12.3,2_RUNS,50,4.365944397449494,1.7349190622052242,4.2612104415893555,7.070203852653502,10,19.910480718085104,10.873206242083604,17.68837386018237,39.80229032104862,10,1.2527249999999999,0.5879361868017451,2.074826171874999
20260503_200806,d032,real_delivery,12.4,1_RUNS,52,4.751731971135507,2.8273038593507254,4.079617857933044,9.63397374153137,14,11.63346588584288,6.051535787534365,9.825194718844985,21.371476776215804,15,0.7445455228365385,0.5458189210585568,1.7278789062499997
20260503_200806,d033,real_delivery,12.5,FOUR,17,0.4129040460376179,0.17318376822890752,0.3700219690799713,0.7011423230171203,4,1.975069841766494,0.537038132787422,1.8885590805471124,2.9221742021276595,3,2.1201723345588235,0.9904250405671933,3.8180312499999998
20260503_200806,d034,real_delivery,12.5,EXTRA,50,2.7811201667785643,1.6107885063926588,2.2133569717407227,6.653847384452819,9,7.787957636778116,6.761790257653891,4.944942059270517,19.85668289323707,8,0.8099664062499998,0.5077298717036839,2.0063964843749997
20260503_200806,d035,real_delivery,13.0,1_RUNS,50,1.753185276389122,1.4379050130020299,0.9351804256439209,4.80075087547302,14,6.208355148176293,2.369391683411357,5.0886540653495445,10.781987319528874,16,0.4168390625,0.43044434196909026,1.2850878906249996
20260503_200806,d036,real_delivery,13.1,1_RUNS,51,2.839178484444525,2.3585948858433157,2.4601290225982666,7.410510063171387,9,9.238154929525,8.310677538004153,5.954905965045593,24.51409337006079,11,2.348388480392156,10.196949314111599,1.58060546875
20260503_200806,d037,real_delivery,13.1,EXTRA,52,4.625415811171899,2.7326374722058695,4.343234539031982,9.846571874618519,7,16.635800228694176,8.419618086160517,14.54937072568389,32.779931373480245,11,5.525178786057693,7.642071776299944,22.957929687499995
20260503_200806,d038,real_delivery,13.2,DOT,49,3.7783482330186025,1.9868400525120888,3.513899326324463,7.027981090545654,10,10.847625573785747,7.42451746083547,9.531724924012158,18.462399316109412,5,0.9341286670918366,0.6877794446447206,2.5059765624999986
20260503_200806,d039,real_delivery,13.3,SIX,50,5.742926650643349,3.3573384043214753,5.970191478729248,11.412450790405272,8,14.198086056231002,9.02401441179049,12.402006553951367,33.618913611322185,5,6.0092398437500005,5.962308768436226,16.644468749999984
20260503_200806,d040,real_delivery,13.4,FOUR,51,3.623022024538003,2.510879174578767,2.9082889556884766,8.41978406906128,11,11.139600095357292,7.185611851527939,7.705361892097264,22.551313164893617,15,4.607444087009804,10.749736978460117,12.3346484375
20260503_200806,d041,real_delivery,13.5,FOUR,48,4.224840048700571,2.2724928793742967,4.476784944534302,7.771602129936218,7,16.28831439573835,10.334946766454513,14.67136683130699,31.857540368541024,7,0.9293082682291666,3.357822836548228,2.3746621093749996
20260503_200806,d042,real_delivery,14.0,SIX,48,5.181833875675996,2.72177280821097,4.752277612686157,11.448414659500122,8,12.494141911252534,7.4928324465780785,9.14275265957447,30.08661497910333,10,2.765033365885417,7.874927018988938,12.668458984374992
20260503_200806,d043,real_delivery,14.1,1_RUNS,48,3.601911644761761,2.8212432490447332,2.684305429458618,8.255706357955932,14,10.596689878577761,7.422020196322423,6.876538753799393,21.25309531724924,18,0.7897819010416667,2.5721017812762206,1.5708300781249995
20260503_200806,d044,real_delivery,14.2,1_RUNS,51,3.426932688437256,2.866850118627771,2.8994176387786865,8.569114685058594,12,10.912475695065261,9.662252604228602,8.082826747720365,31.681105148176293,10,0.6299509803921568,0.7495952465200315,2.82353515625
20260503_200806,d045,real_delivery,14.3,SIX,51,4.385821277020025,1.8526536220236898,4.3714070320129395,7.162245512008667,8,13.410195221705704,8.229533951346884,11.508795592705168,31.825980718085106,8,4.085291819852942,8.251933330841764,22.403085937500002
20260503_200806,d046,real_delivery,14.4,DOT,51,2.7746020819918784,1.7043339846368373,3.1683132648468018,5.577859878540039,4,9.731984921628227,6.908027715991465,8.119885068389058,24.57802764057751,8,0.8494623161764706,0.6297165512963031,2.16931640625
20260503_200806,d047,real_delivery,15.3,DOT,47,5.203040466663685,3.1061505507552414,5.027682781219482,10.193724346160886,11,12.895372825454313,11.251717175203693,9.294866071428572,35.22722169452884,8,4.317297207446808,8.10745261643921,16.829710937499993
20260503_200806,d048,real_delivery,15.4,1_RUNS,18,2.9580350485112934,1.8753034534280468,2.814797043800354,6.348029470443723,2,8.938096293481932,11.923132600306596,6.687274411094225,21.79964760638292,1,0.7658940972222221,0.9314473433809137,2.125605468749997
20260503_200806,d050,real_delivery,16.0,DOT,51,6.246993635215011,3.5646978582652715,5.793061256408691,12.7763032913208,9,19.120332521306395,6.274906793558153,17.961735372340424,30.18600636398176,12,4.871386335784314,12.690982804962973,33.86591796875
20260503_200806,d051,real_delivery,16.0,WICKET_LATE,49,5.347692406907374,2.4801408294819,5.591768741607666,9.853573989868163,6,17.74972444714968,8.355521423715576,17.116817059270517,38.69142762158054,8,4.67581393494898,10.372755321513063,16.67232031249997
20260503_200806,d052,real_delivery,16.1,DOT,51,1.6934849675379546,1.8378823228016339,0.9429453611373901,5.33165717124939,11,5.8869952768341385,6.359243513421892,3.9173537234042555,16.995870535714285,10,3.411716452205882,8.814054772855705,28.10244140625
20260503_200806,d053,real_delivery,16.2,DOT,47,3.0210192824931856,1.6259090278679746,2.8837687969207764,6.235165882110594,8,6.5220921514259835,4.91535172832063,5.826434270516717,12.262148081306963,3,0.6692952127659575,0.44098554938724255,1.2612031249999998
20260503_200806,d054,real_delivery,16.3,1_RUNS,48,4.09513218080004,3.07867683857204,3.0322265625,10.800201511383055,10,9.623998207161854,4.697587190678443,8.518935220364742,15.90768640767477,15,0.60964599609375,0.5023435546752012,1.1107070312499998
20260503_200806,d055,real_delivery,16.4,1_RUNS,51,4.455722627686519,1.8313924711820344,4.415414810180664,7.644471645355225,9,13.892566414863818,4.101102846730185,14.361070478723404,19.59864409194529,9,1.2462745098039218,0.453315858292547,1.95173828125
20260503_200806,d056,real_delivery,16.5,FOUR,48,1.5375267402268946,1.4603225705702552,0.8341249525547028,4.253608775138855,16,4.86611209393997,4.738015621740665,3.477263012917933,13.590317486702123,4,0.80989990234375,0.6120579687968329,1.5260507812499995
